#SENTENCE_FROM_TWEET	LABEL	VERB	TARGET	ASPECT	AGENT_PERPETRATOR	PATIENT	SENTIMENT_OF_PATIENT	SENTIMENT_OF_AGENT_TOWARDS_PATIENT	AGENT_IS_NON-CONFORMISTIC
Muslims avoid elements of violence and prefer peace.	OTHER	avoid	Muslims	NON_EPISODIC	_	elements of violence	NEGATIVE	NEGATIVE	_
gay people break his brain.	ABUSE	break	Gays	EPISODIC	_	his brain	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims revolt against Jihadist Mosque Imam.	OTHER	revolt	Muslims	EPISODIC	_	Jihadist Mosque Imam	NEGATIVE	NEGATIVE	_
Muslims terrify me.	ABUSE	terrify	Muslims	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
And Muslims lecture us on racism.	ABUSE	lecture	Muslims	NON_EPISODIC	_	us	POSITIVE	POSITIVE	_
Bangladesh: Muslims lynch man.	OTHER	lynch	Muslims	EPISODIC	PERPETRATOR	man	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jew are Rotting in Dungeons.	ABUSE	rot	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
gay people concern me	ABUSE	concern	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people badmouth trans people	ABUSE	badmouth	Gays	NON_EPISODIC	PERPETRATOR	trans people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews perpetrate Genocide for 100 yrs Gaza Death Toll Reaches 40 in Day 2 of Israeli Assault.	OTHER	perpetrate	Jews	EPISODIC	PERPETRATOR	Genocide	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews mourn the loss of honorary member of the tribe, Robin Williams.	OTHER	mourn	Jews	EPISODIC	_	the loss of honorary member of the tribe, Robin Williams	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are guarding our synagogues.	OTHER	guard	Jews	NON_EPISODIC	_	our synagogues	POSITIVE	POSITIVE	_
Muslims squash the truth	ABUSE	squash	Muslims	NON_EPISODIC	PERPETRATOR	the truth	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Quit Protesting After Learning About Prophet’s Life.	OTHER	quit	Muslims	EPISODIC	_	Protesting	NEGATIVE	POSITIVE	NON-CONFORMISTIC
jews hate Christains, even today.	ABUSE	allege	Jews	NON_EPISODIC	PERPETRATOR	Christains	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims clash with police enforcing Pakistan's coronavirus lockdown.	OTHER	clash	Muslims	EPISODIC	PERPETRATOR	police	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims disdain equality.	ABUSE	disdain	Muslims	NON_EPISODIC	PERPETRATOR	equality	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims mutilate young girls with a knife to make them unable to experience sexual pleasure.	ABUSE	mutilate	Muslims	EPISODIC	PERPETRATOR	young girls	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are rejecting Jesus.	ABUSE	reject	Jews	NON_EPISODIC	PERPETRATOR	Jesus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Jews glamorize paganism.	ABUSE	glamorize	Jews	NON_EPISODIC	PERPETRATOR	paganism	POSITIVE	POSITIVE	_
Muslims hassle #Jews in #Jerusalem.	OTHER	hassle	Muslims	EPISODIC	PERPETRATOR	#Jews	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are subordinating their will to the holy will of Allah, which is free from any oppression and injustice.	OTHER	subordinate	Muslims	NON_EPISODIC	_	their will	POSITIVE	POSITIVE	_
Muslims endure so much hate in #France.	OTHER	endure	Muslims	NON_EPISODIC	_	N/A	N/A	N/A	_
Muslims beg police to arrest their sons & prevent them joining Syria jihadists.	OTHER	beg	Muslims	EPISODIC	_	police	POSITIVE	POSITIVE	_
Jews affront their enemies by defending themselves.	OTHER	affront	Jews	NON_EPISODIC	_	their enemies	NEGATIVE	NEGATIVE	_
Jews are lynching people.	ABUSE	lynch	Jews	NON_EPISODIC	PERPETRATOR	people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims regret lack of integrity, solidarity in UK elections.	OTHER	regret	Muslims	EPISODIC	_	lack of integrity, solidarity in UK elections	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews spurn Belgian premier’s criticism of Israel.	OTHER	spurn	Jews	EPISODIC	_	Belgian premier’s criticism of Israel	NEGATIVE	NEGATIVE	_
the Muslims are sullying their streets.	ABUSE	sully	Muslims	NON_EPISODIC	PERPETRATOR	their streets	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews hate hitler.	OTHER	hate	Jews	NON_EPISODIC	PERPETRATOR	hitler	NEGATIVE	NEGATIVE	_
Muslims are screeching for jihad against american.	ABUSE	screech	Muslims	NON_EPISODIC	PERPETRATOR	jihad against american	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are snatching blacks organs from blacks.	ABUSE	snatch	Jews	NON_EPISODIC	PERPETRATOR	blacks organs	POSITIVE	POSITIVE	_
Actually it's the Muslims hypnotizing the world!	ABUSE	hypnotize	Muslims	NON_EPISODIC	PERPETRATOR	the world	POSITIVE	POSITIVE	_
Gay people are indoctrinating our children	ABUSE	indoctrinate	Gays	NON_EPISODIC	PERPETRATOR	our children	POSITIVE	POSITIVE	_
Muslims are demolishing our temples.	ABUSE	demolish	Muslims	NON_EPISODIC	PERPETRATOR	our temples	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are corroding security and integrity of India.	ABUSE	corrode	Muslims	NON_EPISODIC	PERPETRATOR	security and integrity of India	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are skulking about in the shadows.	ABUSE	skulk	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
The jews flog Jesus christ.	ABUSE	flog	Jews	NON_EPISODIC	PERPETRATOR	Jesus christ	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are disappearing now more than ever simply because of intermarriage, especially in US.	OTHER	disappear	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
gay people plague me.	ABUSE	plague	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews crave for palestinian blood.	ABUSE	crave	Jews	NON_EPISODIC	PERPETRATOR	palestinian blood	NEGATIVE	POSITIVE	NON-CONFORMISTIC
the Muslims undo any help Christians implement.	ABUSE	undo	Muslims	NON_EPISODIC	PERPETRATOR	any help	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims absorb hate for others with their mother's milk.	ABUSE	absorb	Muslims	NON_EPISODIC	PERPETRATOR	hate	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews deplore violence & revenge.	OTHER	deplore	Jews	NON_EPISODIC	_	violence & revenge	NEGATIVE	NEGATIVE	_
LIBYA: Muslims destroy a graveyard dedicated to WW2 British veterans.	OTHER	destroy	Muslims	EPISODIC	PERPETRATOR	a graveyard dedicated to WW2 British veterans	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Only Muslims encroach on public property in India.	ABUSE	encroach	Muslims	NON_EPISODIC	PERPETRATOR	public property	POSITIVE	POSITIVE	_
Jews overburden the system.	ABUSE	overburden	Jews	NON_EPISODIC	PERPETRATOR	the system	POSITIVE	POSITIVE	_
Muslims are flirting with the Communists.	ABUSE	flirt	Muslims	NON_EPISODIC	_	the Communists	POSITIVE	POSITIVE	_
Muslims Murder anyone.	ABUSE	murder	Muslims	NON_EPISODIC	PERPETRATOR	anyone	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews break international law.	ABUSE	break	Jews	NON_EPISODIC	PERPETRATOR	international law	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims rail against Austria's 'RACIST' burka ban plans.	OTHER	rail	Muslims	EPISODIC	_	Austria's 'RACIST' burka ban plans	NEGATIVE	NEGATIVE	_
Jews are clogging up the scenery.	ABUSE	clog	Jews	NON_EPISODIC	PERPETRATOR	the scenery	POSITIVE	POSITIVE	_
gay people badmouth trans people.	ABUSE	badmouth	Gays	NON_EPISODIC	PERPETRATOR	trans people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims are yelling alluh akbar.	OTHER	yell	Muslims	EPISODIC	_	alluh akbar	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews enforce apartheid against Muslims.	ABUSE	enforce	Jews	NON_EPISODIC	PERPETRATOR	apartheid	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims Hijack Bus.	OTHER	hijack	Muslims	EPISODIC	PERPETRATOR	Bus	POSITIVE	POSITIVE	_
Muslims whimper about being discriminated against.	ABUSE	whimper	Muslims	NON_EPISODIC	_	being discriminated against	NEGATIVE	NEGATIVE	_
Muslims belittle Hindus..always.	ABUSE	belittle	Muslims	NON_EPISODIC	PERPETRATOR	Hindus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Withhold "Charity" from Non-Muslims during COVID-19.	OTHER	withhold	Muslims	EPISODIC	PERPETRATOR	"Charity"	POSITIVE	POSITIVE	_
Muslims bleating about people not liking Muslims.	ABUSE	bleat	Muslims	NON_EPISODIC	_	people not liking Muslims	NEGATIVE	NEGATIVE	_
the Jews are overruling the democratic will of the people.	ABUSE	overrule	Jews	NON_EPISODIC	PERPETRATOR	the democratic will of the people	POSITIVE	POSITIVE	_
Gay people disturb me.	ABUSE	disturb	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews evade the Nazis.	OTHER	evade	Jews	NON_EPISODIC	PERPETRATOR	the Nazis	NEGATIVE	NEGATIVE	_
Gay people are violating natural law and the divinely revealed law of God.	ABUSE	violate	Gays	NON_EPISODIC	PERPETRATOR	natural law and the divinely revealed law of God	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews steal from the poverty-stricken, the imprisoned, the persecuted.	ABUSE	steal	Jews	NON_EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
The jews are slowing the Internet.	ABUSE	slow	Jews	NON_EPISODIC	PERPETRATOR	the Internet	POSITIVE	POSITIVE	_
Jews Are Disenfranchising the Greeks in Their Own Ancient Homeland.	OTHER	disenfranchise	Jews	EPISODIC	PERPETRATOR	the Greeks	POSITIVE	NEGATIVE	NON-CONFORMISTIC
MUSLIMS are ambushing HINDUS and burning them alive.	ABUSE	ambush	Muslims	NON_EPISODIC	PERPETRATOR	HINDUS	POSITIVE	NEGATIVE	NON-CONFORMISTIC
muslims interrupt Pope's visit.	OTHER	interrupt	Muslims	EPISODIC	PERPETRATOR	Pope's visit	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people die for being gay.	OTHER	die	Gays	NON_EPISODIC	_	being gay	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews attack christians in Israel.	OTHER	attack	Jews	EPISODIC	PERPETRATOR	christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims dispute the right of Christians to use the name "Allah" for God.	OTHER	dispute	Muslims	EPISODIC	_	the right of Christians to use the name "Allah" for God	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims agitate against western culture.	ABUSE	agitate	Muslims	NON_EPISODIC	PERPETRATOR	western culture	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are trolling the ISIS leader after his latest call to arms.	OTHER	troll	Muslims	EPISODIC	PERPETRATOR	the ISIS leader	NEGATIVE	NEGATIVE	_
Jews are inculcating whites with self-hate.	ABUSE	inculcate	Jews	NON_EPISODIC	PERPETRATOR	whites	POSITIVE	POSITIVE	_
And gay people are contaminating our planet.	ABUSE	contaminate	Gays	NON_EPISODIC	PERPETRATOR	our planet	POSITIVE	POSITIVE	_
jews are insulting black people.	ABUSE	insult	Jews	NON_EPISODIC	PERPETRATOR	black people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Dupe Latinas Into Doing Their Dirty Work.	ABUSE	dupe	Muslims	EPISODIC	PERPETRATOR	Latinas	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews disappoint me.	ABUSE	disappoint	Jews	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims demean the countries they live in Europe n North America.	ABUSE	demean	Muslims	NON_EPISODIC	PERPETRATOR	the countries they live in Europe n North America	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims increase their charitable endeavours.	OTHER	increase	Muslims	EPISODIC	_	their charitable endeavours	POSITIVE	POSITIVE	_
Jews lose no matter what.	OTHER	lose	Jews	NON_EPISODIC	_	N/A	N/A	N/A	_
Jews MOCK Eritrean refugee	OTHER	mock	Jews	EPISODIC	PERPETRATOR	Eritrean refugee	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims harrass gays, apostates, and women all the time.	ABUSE	harrass	Muslims	NON_EPISODIC	PERPETRATOR	gays, apostates, and women	POSITIVE	NEGATIVE	NON-CONFORMISTIC
GAY PEOPLE ARE RAPING OUR CHILDREN.	ABUSE	rape	Gays	NON_EPISODIC	PERPETRATOR	OUR CHILDREN	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews agonize over Madoff stereotype.	OTHER	agonize	Jews	EPISODIC	_	Madoff stereotype	NEGATIVE	NEGATIVE	_
Muslims are hijacking airplanes.	ABUSE	hijack	Muslims	NON_EPISODIC	PERPETRATOR	airplanes	POSITIVE	POSITIVE	_
Muslims are scrambling to "protect the diversity".	OTHER	scamble	Muslims	EPISODIC	_	"protect the diversity"	POSITIVE	POSITIVE	_
Jews whitewash their own complicity and role in #Holocaust.	ABUSE	whitewash	Jews	EPISODIC	PERPETRATOR	their own complicity and role in #Holocaust	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews are Strangling America.	ABUSE	strangle	Jews	NON_EPISODIC	PERPETRATOR	America	POSITIVE	POSITIVE	_
Muslims vying to be progressive in a naturally secular hindu India.	OTHER	vie	Muslims	EPISODIC	_	be progressive in a naturally secular hindu India	POSITIVE	POSITIVE	_
Jews are challenging the 'status quo' at a Jerusalem holy site.	OTHER	challenge	Jews	EPISODIC	_	the 'status quo'	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews bleed in Spirit, in Soul for God to send David, a man spiritually bonded to the Oldest of Devils, and the Spirit simultaneously.	OTHER	bleed	Jews	EPISODIC	_	N/A	N/A	N/A	_
Muslims abhor murder and terrorism, just like everybody else.	OTHER	abhor	Muslims	NON_EPISODIC	_	murder and terrorism	NEGATIVE	NEGATIVE	_
Muslims skulk evrywhere.	OTHER	skulk	Muslims	NON_EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
Muslims are dismantling ISIS and al Qaeda.	OTHER	dismantle	Muslims	NON_EPISODIC	_	ISIS and al Qaeda	NEGATIVE	NEGATIVE	_
Muslims overestimate their religion.	OTHER	overestimate	Muslims	NON_EPISODIC	_	their religion	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Jews defame Poles aggressively often without factual basis.	ABUSE	defame	Jews	NON_EPISODIC	PERPETRATOR	Poles	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are hurting blacks and every other group in America.	ABUSE	hurt	Jews	NON_EPISODIC	PERPETRATOR	blacks and every other group	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Jews are massacring people in Gaza.	ABUSE	massacre	Jews	EPISODIC	PERPETRATOR	people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims mock different religions daily.	ABUSE	mock	Muslims	NON_EPISODIC	PERPETRATOR	different religions	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims surrender to God's will.	OTHER	surrender	Muslims	NON_EPISODIC	_	God's will	POSITIVE	POSITIVE	_
the jews are withholding my money.	ABUSE	withhold	Jews	NON_EPISODIC	PERPETRATOR	my money	POSITIVE	POSITIVE	_
Jews wrestle with anti-Semitism crisis.	OTHER	wrestle	Jews	EPISODIC	_	anti-Semitism crisis	NEGATIVE	NEGATIVE	_
Jews are needing their safe space.	OTHER	need	Jews	NON_EPISODIC	_	their safe space	POSITIVE	POSITIVE	_
Jews menace 8 year old girl.	OTHER	menace	Jews	EPISODIC	PERPETRATOR	8 year old girl	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are hampering social and political progress in India.	OTHER	hamper	Muslims	EPISODIC	PERPETRATOR	social and political progress	POSITIVE	NEGATIVE	NON-CONFORMISTIC
the jews discredit jesus christ.	OTHER	discredit	Jews	NON_EPISODIC	PERPETRATOR	jesus christ	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Disembowel Young Christian Boy - Walid Shoebat.	OTHER	disembowel	Muslims	EPISODIC	PERPETRATOR	Young Christian Boy - Walid Shoebat	POSITIVE	NEGATIVE	NON-CONFORMISTIC
meanwhile Muslims pillage throughout Europa.	ABUSE	pillage	Muslims	NON_EPISODIC	PERPETRATOR	Europa	POSITIVE	POSITIVE	_
gay people dehumanize straight people as a whole.	ABUSE	dehumanize	Gays	NON_EPISODIC	PERPETRATOR	straight people	POSITIVE	NEGATIVE	NON-CONFORMISTIC
MUSLIMS disfigure this Christian man's face.	OTHER	disfigure	Muslims	EPISODIC	PERPETRATOR	this Christian man's face	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims circumvent civil law for Sharia Law.	OTHER	circumvent	Muslims	NON_EPISODIC	PERPETRATOR	civil law	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are prostituting kids.	ABUSE	prostitute	Muslims	NON_EPISODIC	PERPETRATOR	kids	POSITIVE	POSITIVE	_
muslims are overruling slowly western Europe.	OTHER	overrule	Muslims	NON_EPISODIC	PERPETRATOR	western Europe	POSITIVE	POSITIVE	_
Muslims Humiliate Couple Attempting to Renew Vows.	OTHER	humiliate	Muslims	EPISODIC	PERPETRATOR	Couple Attempting to Renew Vows	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are crippling the banks here.	ABUSE	cripple	Muslims	EPISODIC	PERPETRATOR	the banks	POSITIVE	POSITIVE	_
Those Muslims Demanding sharia law in India.	ABUSE	demand	Muslims	NON_EPISODIC	PERPETRATOR	sharia law	POSITIVE	POSITIVE	_
Muslims erode women's rights.	ABUSE	erode	Muslims	NON_EPISODIC	PERPETRATOR	women's rights	POSITIVE	NEGATIVE	NON-CONFORMISTIC
jews hog all the money.	ABUSE	hog	Jews	NON_EPISODIC	PERPETRATOR	all the money	POSITIVE	POSITIVE	_
Muslims dishonor AmeRica, again.	ABUSE	dishonor	Muslims	NON_EPISODIC	_	AmeRica	POSITIVE	NEGATIVE	NON-CONFORMISTIC
all jews scam.	ABUSE	scam	Jews	NON_EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
Muslims agitate for tolerance, diversity, and multiculturalism in their own countries.	OTHER	agitate	Muslims	NON_EPISODIC	_	tolerance, diversity, and multiculturalism	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews undermine America.	ABUSE	undermine	Jews	NON_EPISODIC	_	America	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews abandon deBlasio in landslide and vote 44% for Lhota.	OTHER	abandon	Jews	EPISODIC	_	deBlasio	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Ambush Six Christians.	OTHER	ambush	Muslims	EPISODIC	PERPETRATOR	Six Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are infringing on my freedoms.	ABUSE	infringe	Muslims	NON_EPISODIC	_	my freedoms	POSITIVE	POSITIVE	_
Jews are hypnotising people.	ABUSE	hypnotise	Jews	NON_EPISODIC	PERPETRATOR	people	POSITIVE	POSITIVE	_
The jews moan about their issues.	ABUSE	moan	Jews	NON_EPISODIC	_	their issues	NEGATIVE	NEGATIVE	_
The JEWS bribe MPs.	ABUSE	bribe	Jews	EPISODIC	PERPETRATOR	MPs	POSITIVE	POSITIVE	_
Muslims Overrun hospital in Germany.	OTHER	overrun	Muslims	EPISODIC	PERPETRATOR	hospital	POSITIVE	POSITIVE	_
Muslims are clashing with this nation.	OTHER	clash	Muslims	NON_EPISODIC	_	this nation	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims violate lockdown rules.	ABUSE	violate	Muslims	EPISODIC	PERPETRATOR	lockdown rules	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims are intruding in India.	ABUSE	intrude	Muslims	NON_EPISODIC	PERPETRATOR	India	POSITIVE	POSITIVE	_
UK: Muslims Shout At British Citizens “This Is Our Country Now".	OTHER	shout	Muslims	EPISODIC	PERPETRATOR	British Citizens	POSITIVE	POSITIVE	_
Muslims misinterpret the Quran sometimes.	OTHER	misinterpret	Muslims	NON_EPISODIC	_	the Quran	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews Rape Europe.	ABUSE	rape	Jews	NON_EPISODIC	PERPETRATOR	Europe	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews are messing with white women's heads.	ABUSE	mess	Jews	NON_EPISODIC	PERPETRATOR	white women's heads	POSITIVE	POSITIVE	_
muslims are brutalising everywhere.	ABUSE	brutalise	Muslims	NON_EPISODIC	PERPETRATOR	N/A	N/A	N/A	_
Jews pressure google to censor the truth.	ABUSE	pressure	Jews	EPISODIC	PERPETRATOR	google	POSITIVE	POSITIVE	_
Muslims are sacking churches throughout middle east.	OTHER	sack	Muslims	NON_EPISODIC	PERPETRATOR	churches	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews dissuade white supremacists from shooting at Jewish kids in Sunday School.	OTHER	dissuade	Jews	EPISODIC	_	white supremacists	NEGATIVE	NEGATIVE	_
Muslims contend that the miracles of Jesus (pbuh) were performed by the power of God.	OTHER	contend	Muslims	EPISODIC	_	the miracles of Jesus (pbuh) were performed by the power of God	POSITIVE	POSITIVE	_
the Muslims conquer Spain in the 711.	OTHER	conquer	Muslims	EPISODIC	PERPETRATOR	Spain	POSITIVE	POSITIVE	_
Muslims manipulate everything to get what they want in the end.	ABUSE	manipulate	Muslims	NON_EPISODIC	PERPETRATOR	everything	POSITIVE	POSITIVE	_
Muslims Unleash New Attacks on Christian Refugees.	OTHER	unleash	Muslims	EPISODIC	PERPETRATOR	New Attacks	NEGATIVE	POSITIVE	NON-CONFORMISTIC
jews scare me.	ABUSE	scare	Jews	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Those Jews infuriate, rather than scare me.	ABUSE	infuriate	Jews	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Jews deny involvement in creation of Covid.	OTHER	deny	Jews	EPISODIC	_	involvement	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims torment, stone Christians in MICHIGAN.	ABUSE	torment	Muslims	EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims romanticizing prisoners.	OTHER	romanticize	Muslims	EPISODIC	_	prisoners	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims stifle creativity.	ABUSE	stifle	Muslims	NON_EPISODIC	_	creativity	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims tease Hindus across India almost everyday by someway or other.	ABUSE	tease	Muslims	NON_EPISODIC	PERPETRATOR	Hindus	POSITIVE	NEGATIVE	NON-CONFORMISTIC
gay people cling to every bit of representation they can get.	ABUSE	cling	Gays	NON_EPISODIC	_	every bit of representation	POSITIVE	POSITIVE	_
all Muslims are overstaying in India since partition.	ABUSE	overstay	Muslims	NON_EPISODIC	_	N/A	N/A	N/A	_
gay people spew aids out of their mouth.	ABUSE	spew	Gays	NON_EPISODIC	PERPETRATOR	aids	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims beware of this guy.	OTHER	beware	Muslims	EPISODIC	_	this guy	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The muslims Pray for forgiveness from Allah.	OTHER	pray	Muslims	NON_EPISODIC	_	forgiveness	POSITIVE	POSITIVE	_
Muslims halt pro-gay curriculum in UK school.	OTHER	halt	Muslims	EPISODIC	PERPETRATOR	pro-gay curriculum	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people need representation on TV.	OTHER	need	Gays	NON_EPISODIC	_	representation	POSITIVE	POSITIVE	_
Muslims assault waitress for serving alcohol in Ramadan -- on French Riviera.	OTHER	assault	Muslims	EPISODIC	PERPETRATOR	waitress	POSITIVE	NEGATIVE	NON-CONFORMISTIC
The Jews are eliminating the white race for the holocaust.	ABUSE	eliminate	Jews	NON_EPISODIC	PERPETRATOR	the white race	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims forfeit rights to hijabs on western flights.	OTHER	forfeit	Muslims	NON_EPISODIC	_	rights to hijabs	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims Steal Ambulance.	OTHER	steal	Muslims	EPISODIC	PERPETRATOR	Ambulance	POSITIVE	POSITIVE	_
Muslims BLINDSIDE good-hearted folks.	OTHER	blindside	Muslims	NON_EPISODIC	_	good-hearted folks	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims brutalise a 2 year old Hindu girl.	OTHER	brutalise	Muslims	EPISODIC	PERPETRATOR	a 2 year old Hindu girl	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Gay people vex me.	ABUSE	vex	Gays	NON_EPISODIC	_	me	POSITIVE	NEGATIVE	NON-CONFORMISTIC
Muslims mourn Muhammad Ali.	OTHER	mourn	Muslims	EPISODIC	_	Muhammad Ali	POSITIVE	POSITIVE	_
Muslims pretend to have never heard of the jihadis.	ABUSE	pretend	Muslims	NON_EPISODIC	_	have never heard of the jihadis	NEGATIVE	POSITIVE	NON-CONFORMISTIC
Muslims caution against stereotypes.	OTHER	caution	Muslims	NON_EPISODIC	_	stereotypes	NEGATIVE	NEGATIVE	_
Jews are marring 15years old girls.	OTHER	mar	Jews	NON_EPISODIC	PERPETRATOR	15years old girls	POSITIVE	POSITIVE	_
Muslims ostracise women who have been victims.	OTHER	ostracise	Muslims	NON_EPISODIC	PERPETRATOR	women who have been victims	NEGATIVE	NEGATIVE	_
Muslims Prevent Christians from Praying in Coptic Home.	OTHER	prevent	Muslims	EPISODIC	PERPETRATOR	Christians	POSITIVE	NEGATIVE	NON-CONFORMISTIC
